time,total_value_usd,total_value_krw,cash_usd,invested_usd,daily_pnl_usd,daily_return,cumulative_return,max_drawdown,open_positions,exchange_rate,trading_pnl
2026-03-09 01:45:30.661172+00,996.3300,,155.6200,840.7100,0.0000,0.000000,-0.003670,-0.668035,5,,0.00
2026-03-09 14:30:15.509972+00,986.5900,,155.6200,830.9700,-9.7400,-0.009781,-0.013415,-0.671282,5,,0.00
2026-03-09 16:00:10.996303+00,994.3300,,155.6200,838.7100,7.7400,0.007848,-0.005667,-0.671280,5,,0.00
2026-03-09 18:00:07.330284+00,991.3200,,155.6200,835.7000,-3.0100,-0.003027,-0.008680,-0.671280,5,,0.00
2026-03-09 22:00:54.032581+00,992.8700,,155.6200,837.2500,1.5500,0.001564,-0.007130,-0.671280,5,,0.00
2026-03-10 00:10:51.664936+00,992.8700,,371.5700,621.3000,0.0000,0.000000,-0.007130,-0.671280,4,,0.00
2026-03-10 00:24:36.063871+00,992.8700,,371.5700,621.3000,-7.1300,-0.007130,-0.007130,-0.014010,4,,-7.13
2026-03-10 08:39:26.379883+00,992.8700,,371.5700,621.3000,0.0000,0.000000,-0.007130,-0.014010,4,,-7.13
2026-03-10 11:55:27.155326+00,992.8700,,371.5700,621.3000,0.0000,0.000000,-0.007130,-0.014010,4,,-7.13
2026-03-10 14:30:05.803599+00,993.4300,,371.5700,621.8600,0.5600,0.000560,-0.006570,-0.014010,4,,-6.57
2026-03-10 18:00:09.392846+00,988.8300,,371.5700,617.2600,-4.6000,-0.004600,-0.011170,-0.014010,4,,-11.17
2026-03-10 22:00:51.902391+00,987.3900,,371.5700,615.8200,-1.4400,-0.001440,-0.012610,-0.014010,4,,-12.61
2026-03-11 14:30:05.69508+00,986.7100,,371.5700,615.1400,-0.6800,-0.000685,-0.013295,-0.014010,4,,-13.29
2026-03-11 16:00:05.310387+00,982.4600,,371.5700,610.8900,-4.2500,-0.004250,-0.017540,-0.018135,4,,-17.54
2026-03-11 18:00:05.628674+00,984.6900,,371.5700,613.1200,2.2300,0.002232,-0.015308,-0.018135,4,,-15.31
2026-03-11 22:00:35.241512+00,986.2600,,371.5700,614.6900,1.5700,0.001570,-0.013740,-0.018135,4,,-13.74
2026-03-12 14:30:06.080013+00,993.6800,,371.5700,622.1100,7.4200,0.007422,-0.006318,-0.018135,4,,-6.32
2026-03-12 16:00:06.422709+00,991.6600,,438.6800,552.9800,-2.0200,-0.002024,-0.008344,-0.018135,4,,-8.34
2026-03-12 18:00:07.151228+00,993.0800,,438.6800,554.4000,1.4200,0.001415,-0.006925,-0.018135,4,,-6.92
2026-03-12 22:00:50.863655+00,987.5300,,438.6800,548.8500,-5.5500,-0.005550,-0.012470,-0.018135,4,,-12.47
2026-03-13 16:00:11.274473+00,985.6500,,250.7800,734.8700,-1.8800,-0.001878,-0.014348,-0.018135,5,,-14.35
2026-03-13 18:00:07.46404+00,984.6700,,250.7800,733.8900,-0.9800,-0.000984,-0.015334,-0.018135,5,,-15.33
2026-03-13 22:00:52.629817+00,982.6900,,250.7800,731.9100,-1.9800,-0.001980,-0.017310,-0.018135,5,,-17.31
2026-03-15 22:01:21.784443+00,982.6900,,250.7800,731.9100,0.0000,0.000000,-0.017310,-0.018135,5,,-17.31
2026-03-16 14:30:09.382285+00,987.4300,,250.7800,736.6500,4.7400,0.004745,-0.012565,-0.018135,5,,-12.57
2026-03-16 16:00:08.78424+00,984.3800,,250.7800,733.6000,-3.0500,-0.003045,-0.015615,-0.018135,5,,-15.62
2026-03-16 18:00:06.800226+00,984.5500,,250.7800,733.7700,0.1700,0.000166,-0.015454,-0.018135,5,,-15.45
2026-03-16 22:00:56.146259+00,983.7300,,250.7800,732.9500,-0.8200,-0.000820,-0.016270,-0.018135,5,,-16.27
2026-03-17 14:30:07.393146+00,998.3600,,250.7800,747.5800,14.6300,0.014630,-0.001640,-0.018135,5,,-1.64
2026-03-17 16:00:06.809374+00,994.6600,,250.7800,743.8800,-3.7000,-0.003700,-0.005340,-0.018135,5,,-5.34
2026-03-17 18:00:07.054754+00,994.2700,,250.7800,743.4900,-0.3900,-0.000390,-0.005730,-0.018135,5,,-5.73
2026-03-17 22:00:46.058375+00,993.7300,,250.7800,742.9500,-0.5400,-0.000540,-0.006270,-0.018135,5,,-6.27
2026-03-18 14:30:06.837958+00,996.5100,,250.7800,745.7300,2.7800,0.002780,-0.003490,-0.018135,5,,-3.49
2026-03-18 16:00:10.944728+00,999.7400,,250.7800,748.9600,3.2300,0.003230,-0.000260,-0.018135,5,,-0.26
2026-03-18 18:00:08.995645+00,1000.7400,,250.7800,749.9600,1.0000,0.000995,0.000735,-0.018135,5,,0.74
2026-03-18 22:00:51.423408+00,998.4700,,325.5000,672.9700,-2.2700,-0.002270,-0.001530,-0.018135,4,,-1.53
2026-03-19 14:30:15.696955+00,1004.2600,,795.1700,209.0900,5.7900,0.005785,0.004255,-0.018135,1,,4.26
2026-03-19 16:00:05.738546+00,1004.1300,,795.1700,208.9600,-0.1300,-0.000130,0.004130,-0.018135,1,,4.13
2026-03-19 18:00:06.304857+00,1004.8700,,795.1700,209.7000,0.7400,0.000740,0.004870,-0.018135,1,,4.87
2026-03-19 22:00:50.019529+00,1005.8900,,648.8600,357.0300,1.0200,0.001020,0.005890,-0.018135,2,,5.89
2026-03-20 14:30:06.291527+00,1002.9000,,648.8600,354.0400,-2.9900,-0.002988,0.002902,-0.018135,2,,2.90
2026-03-20 16:00:14.328673+00,1007.2600,,648.8600,358.4000,4.3600,0.004365,0.007265,-0.018135,2,,7.26
2026-03-20 18:00:18.979208+00,1006.9800,,796.5500,210.4300,-0.2800,-0.000280,0.006980,-0.018135,1,,6.98
2026-03-20 22:01:52.417026+00,1007.7400,,796.5500,211.1900,0.7600,0.000760,0.007740,-0.018135,1,,7.74
2026-03-22 22:00:41.548709+00,1007.7400,,626.6900,381.0500,0.0000,0.000000,0.007740,-0.018135,2,,7.74
2026-03-23 14:30:20.887846+00,1012.9100,,1012.9100,0.0000,5.1700,0.005170,0.012910,-0.018135,0,,12.91
2026-03-24 09:55:28.371842+00,1012.9100,,1012.9100,0.0000,0.0000,0.000000,0.012910,-0.018135,0,,12.91
2026-03-24 14:14:20.241677+00,1012.9100,,1012.9100,0.0000,0.0000,0.000000,0.012910,-0.018135,0,,12.91
2026-03-24 22:01:01.940079+00,1012.9100,,1012.9100,0.0000,0.0000,0.000000,0.012910,-0.018135,0,,12.91
2026-03-25 22:00:47.460941+00,1012.9100,,1012.9100,0.0000,0.0000,0.000000,0.012910,-0.018135,0,,12.91
2026-03-27 22:00:53.601675+00,1012.6900,,902.8100,109.8800,-0.2200,-0.000220,0.012690,-0.018135,1,,12.69
2026-03-29 22:00:43.94001+00,1012.6900,,902.8100,109.8800,0.0000,0.000000,0.012690,-0.018135,1,,12.69
2026-03-30 14:30:09.164271+00,1013.4500,,1013.4500,0.0000,0.7600,0.000758,0.013448,-0.018135,0,,13.45
2026-03-30 22:00:46.106048+00,1013.4500,,1013.4500,0.0000,0.0000,-0.000002,0.013448,-0.018135,0,,13.45
2026-03-31 22:00:47.184017+00,1013.4500,,-10971.6000,11985.0500,0.0000,-0.000002,0.013448,-0.018135,1,,13.45
2026-04-01 14:30:07.614425+00,1021.2500,,914.4000,106.8500,7.8000,0.007798,0.021248,-0.018135,1,,21.25
2026-04-01 16:00:08.364291+00,1020.3600,,914.4000,105.9600,-0.8900,-0.000892,0.020358,-0.018135,1,,20.36
2026-04-01 18:00:08.326822+00,1021.3600,,914.4000,106.9600,1.0000,0.000998,0.021358,-0.018135,1,,21.36
2026-04-01 22:00:48.210014+00,1021.1100,,914.4000,106.7100,-0.2500,-0.000252,0.021108,-0.018135,1,,21.11
2026-04-02 14:30:09.423758+00,1018.6500,,1018.6500,0.0000,-2.4600,-0.002462,0.018648,-0.018135,0,,18.65
2026-04-02 22:00:42.946891+00,1018.6500,,1018.6500,0.0000,0.0000,-0.000002,0.018648,-0.018135,0,,18.65
2026-04-03 22:00:47.494878+00,1018.6500,,1018.6500,0.0000,0.0000,-0.000002,0.018648,-0.018135,0,,18.65
2026-04-05 22:00:50.804116+00,1018.6500,,1018.6500,0.0000,0.0000,-0.000002,0.018648,-0.018135,0,,18.65
2026-04-07 22:00:40.414885+00,1018.6500,,1018.6500,0.0000,0.0000,-0.000002,0.018648,-0.018135,0,,18.65
2026-04-08 22:01:28.909552+00,1018.6500,,1018.6500,0.0000,0.0000,-0.000002,0.018648,-0.018135,0,,18.65
2026-04-10 14:30:11.846761+00,1027.9000,,1027.9000,0.0000,9.2500,0.009253,0.027903,-0.018135,0,,27.90
2026-04-10 22:00:38.945677+00,1027.9000,,1027.9000,0.0000,0.0000,0.000003,0.027903,-0.018135,0,,27.90
2026-04-12 22:00:22.957321+00,1027.9000,,733.2600,294.6400,0.0000,0.000003,0.027903,-0.018135,2,,27.90
2026-04-13 14:30:07.62925+00,1028.3900,,864.6500,163.7400,0.4900,0.000491,0.028391,-0.018135,1,,28.39
2026-04-13 16:00:03.325957+00,1029.0600,,864.6500,164.4000,0.6700,0.000668,0.029058,-0.018135,1,,29.06
2026-04-13 18:00:04.213705+00,1029.2000,,864.6500,164.5500,0.1400,0.000143,0.029203,-0.018135,1,,29.20
2026-04-13 22:00:30.284088+00,1029.2500,,864.6500,164.6000,0.0500,0.000053,0.029253,-0.018135,1,,29.25
2026-04-14 14:30:03.087582+00,1029.9300,,864.6500,165.2700,0.6800,0.000678,0.029928,-0.018135,1,,29.93
2026-04-14 16:00:05.317036+00,1031.6000,,864.6500,166.9500,1.6700,0.001673,0.031603,-0.018135,1,,31.60
2026-04-14 18:00:04.260822+00,1030.8000,,864.6500,166.1500,-0.8000,-0.000802,0.030798,-0.018135,1,,30.80
2026-04-14 22:00:22.238131+00,1029.1500,,864.6500,164.5000,-1.6500,-0.001647,0.029153,-0.018135,1,,29.15
2026-04-15 14:30:04.09131+00,1028.7200,,864.6500,164.0700,-0.4300,-0.000431,0.028719,-0.018135,1,,28.72
2026-04-15 16:00:04.160949+00,1027.4700,,864.6500,162.8200,-1.2500,-0.001247,0.027473,-0.018135,1,,27.47
2026-04-15 18:00:05.465149+00,1028.6900,,864.6500,164.0400,1.2200,0.001223,0.028693,-0.018135,1,,28.69
2026-04-15 22:00:26.380682+00,1028.6000,,864.6500,163.9500,-0.0900,-0.000087,0.028603,-0.018135,1,,28.60
2026-04-16 14:30:03.295463+00,1027.5900,,864.6500,162.9400,-1.0100,-0.001007,0.027593,-0.018135,1,,27.59
2026-04-16 16:00:03.335174+00,1027.7300,,864.6500,163.0800,0.1400,0.000143,0.027733,-0.018135,1,,27.73
2026-04-16 18:00:03.461622+00,1028.0700,,864.6500,163.4200,0.3400,0.000343,0.028073,-0.018135,1,,28.07
2026-04-16 22:00:26.946236+00,1029.6900,,785.5100,244.1800,1.6200,0.001623,0.029693,-0.018135,2,,29.69
2026-04-17 14:30:05.725673+00,1031.5100,,867.0500,164.4600,1.8200,0.001823,0.031513,-0.018135,1,,31.51
2026-04-17 16:00:03.253059+00,1031.6600,,867.0500,164.6100,0.1500,0.000153,0.031663,-0.018135,1,,31.66
2026-04-17 18:00:03.206066+00,1030.6500,,867.0500,163.6000,-1.0100,-0.001012,0.030648,-0.018135,1,,30.65
2026-04-17 22:00:25.279339+00,1029.3300,,784.0400,245.2900,-1.3200,-0.001317,0.029333,-0.018135,2,,29.33
2026-04-19 21:02:47.645654+00,1029.3300,,648.9400,380.3900,0.0000,0.000003,0.029333,-0.018135,3,,29.33
2026-04-19 22:00:40.693242+00,1029.3300,,648.9400,380.3900,0.0000,0.000003,0.029333,-0.018135,3,,29.33
2026-04-20 08:16:46.447747+00,1029.3300,,648.9400,380.3900,0.0000,0.000003,0.029333,-0.018135,3,,29.33
2026-04-20 08:57:58.886068+00,988.1700,,607.7800,380.3900,-41.1600,-0.041158,-0.011828,-0.043491,3,,-11.83
2026-04-20 13:21:37.328425+00,985.1900,,604.8000,380.3900,-2.9800,-0.002985,-0.014815,-0.046478,3,,-14.81
2026-04-20 13:30:09.999573+00,1018.5100,,634.7600,383.7500,33.3200,0.033315,0.018505,-0.046478,3,,18.51
2026-04-20 13:33:44.26115+00,1019.0200,,634.7600,384.2600,0.5100,0.000508,0.019018,-0.046478,3,,19.02
2026-04-20 14:10:17.912452+00,1019.0200,,634.7600,384.2600,0.0000,-0.000002,0.019018,-0.046478,3,,19.02
2026-04-20 14:30:11.115366+00,1024.5400,,861.4100,163.1300,5.5200,0.005518,0.024538,-0.046478,1,,24.54
2026-04-20 16:00:02.856951+00,1022.8300,,861.4100,161.4200,-1.7100,-0.001712,0.022828,-0.046478,1,,22.83
2026-04-20 18:00:04.068984+00,1021.6800,,861.4100,160.2700,-1.1500,-0.001152,0.021678,-0.046478,1,,21.68
2026-04-20 21:30:14.973127+00,947.0600,,853.9100,93.1500,-74.6200,-0.074616,-0.052936,-0.084599,1,,-52.94
2026-04-20 21:30:20.757491+00,1013.7300,,853.9100,159.8200,66.6700,0.066674,0.013734,-0.084599,1,,13.73
2026-04-20 22:00:29.082941+00,989.3500,,861.4100,127.9400,-24.3800,-0.024382,-0.010652,-0.084599,1,,-10.65
2026-04-21 10:25:56.833922+00,1013.7300,,853.9100,159.8200,24.3800,0.024384,0.013734,-0.084599,1,,13.73
2026-04-21 14:30:04.008661+00,1020.9500,,861.4100,159.5400,7.2200,0.007215,0.020945,-0.084599,1,,20.95
2026-04-21 16:00:03.59573+00,1020.2400,,1020.2400,0.0000,-0.7100,-0.000707,0.020243,-0.084599,0,,20.24
2026-04-21 21:32:00.927239+00,1012.3500,,1012.3500,0.0000,-7.8900,-0.007889,0.012351,-0.084599,0,,12.35
2026-04-21 21:32:07.28889+00,1012.3500,,1012.3500,0.0000,0.0000,0.000001,0.012351,-0.084599,0,,12.35
2026-04-21 22:00:32.429555+00,1020.2400,,1020.2400,0.0000,7.8900,0.007893,0.020243,-0.084599,0,,20.24
2026-04-22 13:46:42.447281+00,1012.3500,,1012.3500,0.0000,-7.8900,-0.007889,0.012351,-0.084599,0,,12.35
2026-04-22 22:00:38.222173+00,1020.2400,,1020.2400,0.0000,7.8900,0.007893,0.020243,-0.084599,0,,20.24
2026-04-23 20:30:06.350001+00,1020.5700,,1020.5700,0.0000,0.3300,0.000333,0.020573,-0.084599,0,,20.57
2026-04-23 22:00:32.829192+00,1020.5700,,1020.5700,0.0000,0.0000,0.000003,0.020573,-0.084599,0,,20.57
2026-04-28 22:00:39.698072+00,1020.5700,,1020.5700,0.0000,0.0000,0.000003,0.020573,-0.084599,0,,20.57
2026-04-29 22:00:37.487325+00,1020.5700,,925.8200,94.7500,0.0000,0.000003,0.020573,-0.084599,1,,20.57
2026-04-30 14:30:03.030728+00,1018.2900,,925.8200,92.4600,-2.2800,-0.002282,0.018288,-0.084599,1,,18.29
2026-04-30 16:00:02.943963+00,1019.1200,,925.8200,93.3000,0.8300,0.000833,0.019123,-0.084599,1,,19.12
2026-04-30 18:00:03.883319+00,1020.7600,,925.8200,94.9400,1.6400,0.001643,0.020763,-0.084599,1,,20.76
2026-04-30 20:30:03.006777+00,1020.3000,,925.8200,94.4800,-0.4600,-0.000457,0.020303,-0.084599,1,,20.30
2026-04-30 22:00:40.143494+00,1020.3000,,853.1700,167.1300,0.0000,0.000003,0.020303,-0.084599,2,,20.30
2026-05-01 14:30:06.662268+00,1025.4600,,1025.4600,0.0000,5.1600,0.005162,0.025462,-0.084599,0,,25.46
2026-05-01 22:00:23.608467+00,1025.4600,,1025.4600,0.0000,0.0000,0.000002,0.025462,-0.084599,0,,25.46
2026-05-03 22:00:27.337682+00,1025.4600,,1025.4600,0.0000,0.0000,0.000002,0.025462,-0.084599,0,,25.46
2026-05-04 22:00:24.763907+00,1025.4600,,1025.4600,0.0000,0.0000,0.000002,0.025462,-0.084599,0,,25.46
2026-05-05 22:00:24.052565+00,1025.4600,,1025.4600,0.0000,0.0000,0.000002,0.025462,-0.084599,0,,25.46
2026-05-06 22:00:29.580082+00,1025.4600,,680.8900,344.5700,0.0000,0.000002,0.025462,-0.084599,2,,25.46
2026-05-07 11:53:11.98797+00,1014.7000,,583.2700,431.4300,-10.7600,-0.010759,0.014701,-0.084599,3,,14.70
2026-05-07 11:53:16.41015+00,1014.7000,,583.2700,431.4300,0.0000,0.000001,0.014701,-0.084599,3,,14.70
2026-05-07 11:53:19.939891+00,1014.7000,,583.2700,431.4300,0.0000,0.000001,0.014701,-0.084599,3,,14.70
2026-05-07 14:30:03.880384+00,1015.4600,,594.0300,421.4300,0.7600,0.000757,0.015457,-0.084599,3,,15.46
2026-05-07 16:00:05.343306+00,1015.6900,,681.0000,334.6900,0.2300,0.000232,0.015692,-0.084599,2,,15.69
2026-05-07 18:00:03.184045+00,1013.4800,,681.0000,332.4800,-2.2100,-0.002211,0.013479,-0.084599,2,,13.48
2026-05-07 20:22:44.550805+00,1014.5900,,670.0200,344.5700,1.1100,0.001114,0.014594,-0.084599,2,,14.59
2026-05-07 20:22:47.345491+00,1000.9000,,670.0200,330.8800,-13.6900,-0.013686,0.000904,-0.084599,2,,0.90
2026-05-07 20:22:49.57501+00,1000.9000,,670.0200,330.8800,0.0000,0.000004,0.000904,-0.084599,2,,0.90
2026-05-07 20:22:51.615805+00,1000.9000,,670.0200,330.8800,0.0000,0.000004,0.000904,-0.084599,2,,0.90
2026-05-07 20:22:54.203121+00,1000.9000,,670.0200,330.8800,0.0000,0.000004,0.000904,-0.084599,2,,0.90
2026-05-07 20:30:03.093207+00,1011.8800,,681.0000,330.8800,10.9800,0.010982,0.011882,-0.084599,2,,11.88
2026-05-07 22:00:25.887479+00,1011.8800,,681.0000,330.8800,0.0000,0.000002,0.011882,-0.084599,2,,11.88
2026-05-08 14:30:04.260561+00,1026.6800,,681.0000,345.6800,14.8000,0.014802,0.026682,-0.084599,2,,26.68
2026-05-08 16:00:04.008032+00,1029.4800,,681.0000,348.4700,2.8000,0.002797,0.029477,-0.084599,2,,29.48
2026-05-08 18:00:03.993067+00,1040.9400,,681.0000,359.9400,11.4600,0.011462,0.040942,-0.084599,2,,40.94
2026-05-08 20:30:04.036763+00,1044.6600,,681.0000,363.6600,3.7200,0.003722,0.044662,-0.084599,2,,44.66
2026-05-09 01:00:15.549412+00,1044.6600,,556.0800,488.5800,0.0000,0.000002,0.044662,-0.084599,3,,44.66
2026-05-10 22:00:25.81499+00,1044.6600,,556.0800,488.5800,0.0000,0.000002,0.044662,-0.084599,3,,44.66
2026-05-11 12:33:22.620605+00,1014.2800,,544.7900,469.4900,-30.3800,-0.030378,0.014282,-0.084599,3,,14.28
2026-05-11 14:30:04.555675+00,1026.9600,,556.0800,470.8800,12.6800,0.012677,0.026957,-0.084599,3,,26.96
2026-05-11 16:00:05.936213+00,1036.6300,,683.1700,353.4600,9.6700,0.009672,0.036632,-0.084599,2,,36.63
2026-05-11 18:00:05.79649+00,1037.3400,,789.4600,247.8800,0.7100,0.000707,0.037337,-0.084599,1,,37.34
2026-05-11 20:30:03.914168+00,1036.5000,,789.4600,247.0400,-0.8400,-0.000838,0.036502,-0.084599,1,,36.50
2026-05-11 22:00:28.232219+00,1036.5000,,789.4600,247.0400,0.0000,0.000002,0.036502,-0.084599,1,,36.50
2026-05-12 14:30:03.658494+00,1022.9300,,1022.9300,0.0000,-13.5700,-0.013568,0.022932,-0.084599,0,,22.93
2026-05-12 22:00:23.667132+00,1022.9300,,1022.9300,0.0000,0.0000,0.000002,0.022932,-0.084599,0,,22.93
2026-05-13 14:30:04.738433+00,1024.3800,,1024.3800,0.0000,1.4500,0.001452,0.024382,-0.084599,0,,24.38
2026-05-13 22:00:30.102961+00,1024.3800,,1024.3800,0.0000,0.0000,0.000002,0.024382,-0.084599,0,,24.38
2026-05-14 14:30:04.049937+00,1025.6700,,908.6700,117.0000,1.2900,0.001292,0.025672,-0.084599,1,,25.67
2026-05-14 16:00:04.150823+00,1026.6700,,908.6700,118.0000,1.0000,0.001002,0.026672,-0.084599,1,,26.67
2026-05-14 18:00:03.990364+00,1026.6000,,908.6700,117.9300,-0.0700,-0.000068,0.026602,-0.084599,1,,26.60
2026-05-14 20:30:03.817495+00,1027.0400,,908.6700,118.3700,0.4400,0.000442,0.027042,-0.084599,1,,27.04
2026-05-14 22:00:24.208907+00,1027.0400,,908.6700,118.3700,0.0000,0.000002,0.027042,-0.084599,1,,27.04
2026-05-15 14:30:03.022354+00,1021.7900,,908.6700,113.1200,-5.2500,-0.005248,0.021792,-0.084599,1,,21.79
2026-05-15 16:00:02.855552+00,1021.9400,,908.6700,113.2700,0.1500,0.000152,0.021942,-0.084599,1,,21.94
2026-05-15 18:00:02.907619+00,1024.3000,,908.6700,115.6300,2.3600,0.002362,0.024302,-0.084599,1,,24.30
2026-05-15 20:30:02.94606+00,1021.7800,,908.6700,113.1100,-2.5200,-0.002518,0.021782,-0.084599,1,,21.78
2026-05-15 22:00:27.392098+00,1021.7800,,908.6700,113.1100,0.0000,0.000002,0.021782,-0.084599,1,,21.78
2026-05-16 02:33:44.696796+00,1010.3000,,736.6700,273.6300,-11.4800,-0.011478,0.010302,-0.084599,2,,10.30
2026-05-16 02:33:48.875101+00,1007.7000,,736.6700,271.0300,-2.6000,-0.002598,0.007702,-0.084599,2,,7.70
2026-05-16 14:45:49.108276+00,1007.7000,,736.6700,271.0300,0.0000,0.000002,0.007702,-0.084599,2,,7.70
2026-05-17 22:00:24.864372+00,1021.7800,,750.7500,271.0300,14.0800,0.014082,0.021782,-0.084599,2,,21.78
2026-05-18 14:30:03.393532+00,1020.0100,,750.7500,269.2600,-1.7700,-0.001768,0.020012,-0.084599,2,,20.01
2026-05-18 16:00:05.248111+00,1020.2700,,860.0500,160.2200,0.2600,0.000257,0.020267,-0.084599,1,,20.27
2026-05-18 18:00:04.156346+00,1020.5000,,860.0500,160.4600,0.2300,0.000232,0.020502,-0.084599,1,,20.50
2026-05-18 19:44:28.598907+00,1005.9600,,845.6900,160.2700,-14.5400,-0.014536,0.005964,-0.084599,1,,5.96
2026-05-18 19:44:31.254486+00,1005.9800,,845.6900,160.2900,0.0200,0.000024,0.005984,-0.084599,1,,5.98
2026-05-18 20:30:04.139107+00,1020.5400,,860.0500,160.4900,14.5600,0.014557,0.020537,-0.084599,1,,20.54
2026-05-18 22:00:24.355861+00,1020.5400,,860.0500,160.4900,0.0000,-0.000003,0.020537,-0.084599,1,,20.54
2026-05-19 14:30:04.057143+00,1021.7800,,860.0500,161.7300,1.2400,0.001237,0.021777,-0.084599,1,,21.78
2026-05-19 16:00:04.0697+00,1021.6800,,860.0500,161.6400,-0.1000,-0.000096,0.021684,-0.084599,1,,21.68
2026-05-19 18:00:04.175392+00,1022.0900,,860.0500,162.0400,0.4100,0.000407,0.022087,-0.084599,1,,22.09
2026-05-19 20:30:05.182323+00,1023.4500,,733.6600,289.7900,1.3600,0.001357,0.023447,-0.084599,2,,23.45
2026-05-19 22:00:24.068508+00,1023.4500,,733.6600,289.7900,0.0000,-0.000003,0.023447,-0.084599,2,,23.45
2026-05-20 14:30:05.281732+00,1013.5600,,852.6300,160.9300,-9.8900,-0.009888,0.013562,-0.084599,1,,13.56
2026-05-20 16:00:04.09977+00,1011.6500,,852.6300,159.0100,-1.9100,-0.001913,0.011647,-0.084599,1,,11.65
2026-05-20 18:00:03.163049+00,1010.0100,,852.6300,157.3700,-1.6400,-0.001643,0.010007,-0.084599,1,,10.01
2026-05-20 20:30:03.163867+00,1008.9100,,852.6300,156.2800,-1.1000,-0.001098,0.008912,-0.084599,1,,8.91
2026-05-20 22:00:26.255078+00,1008.9100,,852.6300,156.2800,0.0000,0.000002,0.008912,-0.084599,1,,8.91
2026-05-21 14:30:03.227867+00,1009.6200,,852.6300,156.9900,0.7100,0.000712,0.009622,-0.084599,1,,9.62
2026-05-21 16:00:03.272678+00,1009.0200,,852.6300,156.3900,-0.6000,-0.000598,0.009022,-0.084599,1,,9.02
2026-05-21 18:00:03.139116+00,1006.5800,,852.6300,153.9500,-2.4400,-0.002438,0.006582,-0.084599,1,,6.58
2026-05-21 20:30:03.27539+00,1007.9200,,852.6300,155.2900,1.3400,0.001342,0.007922,-0.084599,1,,7.92
2026-05-21 22:00:23.726047+00,1007.9200,,852.6300,155.2900,0.0000,0.000002,0.007922,-0.084599,1,,7.92
2026-05-22 13:04:30.003256+00,992.9600,,837.6700,155.2900,-14.9600,-0.014964,-0.007044,-0.084599,1,,-7.04
2026-05-22 13:04:32.713845+00,992.9600,,837.6700,155.2900,0.0000,-0.000004,-0.007044,-0.084599,1,,-7.04
2026-05-22 13:04:33.575597+00,992.9600,,837.6700,155.2900,0.0000,-0.000004,-0.007044,-0.084599,1,,-7.04
2026-05-22 13:04:39.527036+00,992.9600,,837.6700,155.2900,0.0000,-0.000004,-0.007044,-0.084599,1,,-7.04
2026-05-22 14:30:03.24194+00,1007.7200,,852.6300,155.0900,14.7600,0.014757,0.007717,-0.084599,1,,7.72
2026-05-22 16:00:03.317856+00,1006.8000,,852.6300,154.1700,-0.9200,-0.000920,0.006800,-0.084599,1,,6.80
2026-05-22 18:00:03.160333+00,1007.3200,,852.6300,154.6900,0.5200,0.000522,0.007322,-0.084599,1,,7.32
2026-05-22 20:30:03.208457+00,1007.5500,,852.6300,154.9200,0.2300,0.000232,0.007552,-0.084599,1,,7.55
2026-05-22 20:34:29.93927+00,992.3000,,724.6400,267.6600,-15.2500,-0.015246,-0.007696,-0.084599,2,,-7.70
2026-05-22 22:00:25.123281+00,1007.5500,,739.8900,267.6600,15.2500,0.015252,0.007552,-0.084599,2,,7.55
2026-05-23 08:00:54.459284+00,992.3000,,724.6400,267.6600,-15.2500,-0.015246,-0.007696,-0.084599,2,,-7.70
2026-05-24 22:00:26.657565+00,1007.5500,,739.8900,267.6600,15.2500,0.015252,0.007552,-0.084599,2,,7.55
2026-05-25 09:01:16.428018+00,992.3000,,724.6400,267.6600,-15.2500,-0.015246,-0.007696,-0.084599,2,,-7.70
2026-05-25 14:30:04.205293+00,1007.5500,,739.8900,267.6600,15.2500,0.015252,0.007552,-0.084599,2,,7.55
2026-05-25 16:00:04.25448+00,1007.5500,,739.8900,267.6600,0.0000,0.000002,0.007552,-0.084599,2,,7.55
2026-05-25 18:00:04.247042+00,1007.5500,,739.8900,267.6600,0.0000,0.000002,0.007552,-0.084599,2,,7.55
2026-05-25 20:30:04.281532+00,1007.5500,,739.8900,267.6600,0.0000,0.000002,0.007552,-0.084599,2,,7.55
2026-05-25 22:00:27.872397+00,1007.5500,,739.8900,267.6600,0.0000,0.000002,0.007552,-0.084599,2,,7.55
2026-05-26 14:06:55.397097+00,991.6500,,724.6400,267.0100,-15.9000,-0.015901,-0.008351,-0.084599,2,,-8.35
2026-05-26 14:08:01.033727+00,5947.2400,,877.4200,5069.8200,4955.5900,4.955591,4.947241,-0.084599,1,,4947.24
2026-05-26 14:08:03.750687+00,1252.9500,,877.4200,375.5300,-4694.2900,-4.694287,0.252953,-4.694288,1,,252.95
2026-05-26 14:30:03.906432+00,1006.7300,,893.0500,113.6800,-246.2200,-0.246221,0.006729,-4.940512,1,,6.73
2026-05-26 16:00:03.851439+00,1006.9000,,893.0500,113.8500,0.1700,0.000172,0.006902,-4.940512,1,,6.90
2026-05-26 18:00:03.938986+00,1008.1500,,893.0500,115.1000,1.2500,0.001247,0.008147,-4.940512,1,,8.15
2026-05-26 20:30:03.84394+00,1007.2300,,893.0500,114.1800,-0.9200,-0.000918,0.007232,-4.940512,1,,7.23
2026-05-26 20:33:00.831788+00,991.0800,,668.6400,322.4400,-16.1500,-0.016150,-0.008920,-4.956161,2,,-8.92
2026-05-26 20:34:07.118085+00,991.0800,,668.6400,322.4400,0.0000,0.000000,-0.008920,-4.956161,2,,-8.92
